System,Version,SLOC,Files,Exprs,Stmts,Variable Variables,Variable Function Calls,Variable Method Calls,Variable News,Variable Properties,Variable Class Constants,Variable Static Calls,Variable Static Targets,Variable Static Properties,Variable Static Property Targets,All Variable Features,Magic Sets,Magic Gets,Magic isSets,Magic Unsets,Magic Calls,Magic Static Calls,All Magic Methods,Total Includes,Dynamic Includes,Eval,Create Function Uses,All Eval Features,CallUserFunc,CallUserFuncArray,CallUserMethod,CallUserMethodArray,All Dynamic Invocations
MediaWiki,1.20.6,860961,1487,1733328,106178,7,4,21,95,94,0,2,0,0,0,223,2,3,0,0,14,0,19,527,472,4,1,5,72,89,0,0,161
MediaWiki,1.20.7,861017,1487,1733445,106211,7,4,21,95,94,0,2,0,0,0,223,2,3,0,0,14,0,19,527,472,4,1,5,72,89,0,0,161
MediaWiki,1.20.8,869360,1487,1746635,106220,7,4,21,95,94,0,2,0,0,0,223,2,3,0,0,14,0,19,527,472,4,1,5,72,89,0,0,161
MediaWiki,1.21.0,881283,1549,1784450,112485,7,103,21,88,106,0,2,4,0,0,331,2,3,0,0,15,0,20,541,483,4,1,5,0,0,0,0,0
MediaWiki,1.21.1,881283,1549,1784450,112485,7,103,21,88,106,0,2,4,0,0,331,2,3,0,0,15,0,20,541,483,4,1,5,0,0,0,0,0
MediaWiki,1.21.2,881290,1549,1784438,112500,7,103,21,88,106,0,2,4,0,0,331,2,3,0,0,15,0,20,541,483,4,1,5,77,92,0,0,169
MediaWiki,1.21.3,890519,1549,1799445,112509,7,103,21,88,106,0,2,4,0,0,331,2,3,0,0,15,0,20,541,483,4,1,5,77,92,0,0,169
MediaWiki,1.21.4,891426,1549,1800950,112529,7,103,21,88,106,0,2,4,0,0,331,2,3,0,0,15,0,20,541,483,4,1,5,78,92,0,0,170
MediaWiki,1.21.5,891432,1549,1800957,112530,7,103,21,88,106,0,2,4,0,0,331,2,3,0,0,15,0,20,541,483,4,1,5,78,93,0,0,171
MediaWiki,1.21.6,891517,1549,1801136,112560,7,103,21,88,106,0,2,4,0,0,331,2,3,0,0,15,0,20,541,483,4,1,5,78,93,0,0,171
MediaWiki,1.21.7,891517,1549,1801136,112560,7,103,21,88,106,0,2,4,0,0,331,2,3,0,0,15,0,20,541,483,4,1,5,78,93,0,0,171
MediaWiki,1.21.8,891530,1549,1801170,112568,7,103,21,88,106,0,2,4,0,0,331,2,3,0,0,15,0,20,541,483,4,1,5,78,93,0,0,171
MediaWiki,1.21.9,891532,1549,1801180,112570,7,103,21,88,106,0,2,4,0,0,331,2,3,0,0,15,0,20,541,483,4,1,5,78,93,0,0,171
MediaWiki,1.21.10,891533,1549,1801188,112571,7,103,21,88,106,0,2,4,0,0,331,2,3,0,0,15,0,20,541,483,4,1,5,78,93,0,0,171
MediaWiki,1.21.11,891549,1549,1801231,112577,7,103,21,88,106,0,2,4,0,0,331,2,3,0,0,15,0,20,541,483,4,1,5,78,93,0,0,171
MediaWiki,1.22.0,906170,1531,1834641,115637,6,105,27,87,114,0,2,4,0,0,345,2,3,0,0,14,0,19,490,452,4,1,5,0,0,0,0,0
MediaWiki,1.22.1,906285,1527,1834974,115631,6,105,27,87,114,0,2,4,0,0,345,2,3,0,0,14,0,19,488,450,4,1,5,88,100,0,0,188
MediaWiki,1.22.2,906311,1527,1835030,115638,6,105,27,87,114,0,2,4,0,0,345,2,3,0,0,14,0,19,488,450,4,1,5,88,101,0,0,189
MediaWiki,1.22.3,906434,1527,1835302,115689,6,105,27,87,114,0,2,4,0,0,345,2,3,0,0,14,0,19,488,450,4,1,5,88,101,0,0,189
MediaWiki,1.22.4,906434,1527,1835302,115689,6,105,27,87,114,0,2,4,0,0,345,2,3,0,0,14,0,19,488,450,4,1,5,88,101,0,0,189
MediaWiki,1.22.5,906498,1527,1835410,115708,6,105,27,87,114,0,2,4,0,0,345,2,3,0,0,14,0,19,488,450,4,1,5,88,101,0,0,189
MediaWiki,1.22.6,906499,1527,1835414,115709,6,105,27,87,114,0,2,4,0,0,345,2,3,0,0,14,0,19,488,450,4,1,5,88,101,0,0,189
MediaWiki,1.22.7,906505,1527,1835437,115701,6,105,27,87,114,0,2,4,0,0,345,2,3,0,0,14,0,19,488,450,4,1,5,88,101,0,0,189
MediaWiki,1.22.8,906521,1527,1835480,115707,6,105,27,87,114,0,2,4,0,0,345,2,3,0,0,14,0,19,488,450,4,1,5,88,101,0,0,189
MediaWiki,1.22.9,906536,1527,1835518,115712,6,105,27,87,114,0,2,4,0,0,345,2,3,0,0,14,0,19,488,450,4,1,5,88,101,0,0,189
MediaWiki,1.22.10,906539,1527,1835524,115714,6,105,27,87,114,0,2,4,0,0,345,2,3,0,0,14,0,19,488,450,4,1,5,88,101,0,0,189
MediaWiki,1.22.11,906834,1527,1835882,115751,6,105,27,87,114,0,2,4,0,0,345,2,3,0,0,14,0,19,488,450,4,1,5,88,101,0,0,189
MediaWiki,1.22.12,906828,1527,1835867,115752,6,105,27,87,114,0,2,4,0,0,345,2,3,0,0,14,0,19,488,450,4,1,5,88,101,0,0,189
MediaWiki,1.23.0,294365,1628,759156,118876,6,127,26,90,122,0,1,4,0,0,376,2,3,0,0,12,0,17,492,455,4,1,5,91,103,0,0,194
MediaWiki,1.23.1,294386,1628,759230,118883,6,127,26,90,122,0,1,4,0,0,376,2,3,0,0,12,0,17,492,455,4,1,5,91,103,0,0,194
MediaWiki,1.23.2,294406,1628,759328,118891,6,127,26,90,122,0,1,4,0,0,376,2,3,0,0,12,0,17,492,455,4,1,5,91,103,0,0,194
MediaWiki,1.23.3,294437,1629,759411,118911,6,127,26,90,122,0,1,4,0,0,376,2,3,0,0,12,0,17,492,455,4,1,5,91,103,0,0,194
MediaWiki,1.23.4,294737,1629,759791,118952,6,127,26,90,122,0,1,4,0,0,376,2,3,0,0,12,0,17,492,455,4,1,5,91,103,0,0,194
MediaWiki,1.23.5,294731,1629,759776,118953,6,127,26,90,122,0,1,4,0,0,376,2,3,0,0,12,0,17,492,455,4,1,5,91,103,0,0,194
