System,Version,Variable Variables,Variable Function Calls,Variable Method Calls,Variable News,Variable Properties,Variable Class Constants,Variable Static Calls,Variable Static Targets,Variable Static Properties,Variable Static Property Targets,Magic Sets,Magic Gets,Magic isSets,Magic Unsets,Magic Calls,Magic Static Calls,Total Includes,Dynamic Includes,Eval,Create Function Uses,CallUserFunc,CallUserFuncArray,CallUserMethod,CallUserMethodArray
WordPress,2.0.11,64,8,1,0,12,0,0,0,0,0,0,0,0,0,0,0,234,100,3,6,0,0,0,0
WordPress,2.1,14,8,1,1,28,0,0,0,0,0,0,0,0,0,0,0,275,115,3,3,0,0,0,0
WordPress,2.1.1,14,8,1,1,28,0,0,0,0,0,0,0,0,0,0,0,275,115,3,3,0,0,0,0
WordPress,2.1.2,14,8,1,1,28,0,0,0,0,0,0,0,0,0,0,0,275,115,3,3,0,0,0,0
WordPress,2.1.3,14,8,1,1,28,0,0,0,0,0,0,0,0,0,0,0,275,115,3,3,0,0,0,0
WordPress,2.2,14,8,1,1,31,0,0,0,0,0,0,0,0,0,0,0,289,132,2,9,0,0,0,0
WordPress,2.2.1,14,8,1,1,31,0,0,0,0,0,0,0,0,0,0,0,289,132,2,9,0,0,0,0
WordPress,2.2.2,14,8,1,1,31,0,0,0,0,0,0,0,0,0,0,0,289,132,2,9,0,0,0,0
WordPress,2.2.3,14,8,1,1,31,0,0,0,0,0,0,0,0,0,0,0,289,132,2,9,0,0,0,0
WordPress,2.3,16,8,1,1,42,0,0,0,0,0,0,0,0,0,0,0,321,151,2,9,0,0,0,0
WordPress,2.3.1,16,8,1,1,42,0,0,0,0,0,0,0,0,0,0,0,321,151,2,9,0,0,0,0
WordPress,2.3.2,16,8,1,1,42,0,0,0,0,0,0,0,0,0,0,0,323,152,2,9,0,0,0,0
WordPress,2.3.3,16,8,1,1,42,0,0,0,0,0,0,0,0,0,0,0,323,153,2,9,0,0,0,0
WordPress,2.5,28,10,1,2,44,0,0,0,0,0,0,0,0,0,0,0,357,179,8,17,0,0,0,0
WordPress,2.5.1,28,11,1,2,46,0,0,0,0,0,0,0,0,0,0,0,357,179,8,17,0,0,0,0
WordPress,2.6,28,18,2,4,53,0,0,0,0,0,0,0,0,0,0,0,387,201,8,19,0,0,0,0
WordPress,2.6.1,28,18,2,4,53,0,0,0,0,0,0,0,0,0,0,0,387,205,8,19,0,0,0,0
WordPress,2.6.2,28,18,2,4,53,0,0,0,0,0,0,0,0,0,0,0,387,205,8,19,0,0,0,0
WordPress,2.6.3,28,18,2,4,53,0,0,0,0,0,0,0,0,0,0,0,387,205,8,19,0,0,0,0
WordPress,2.6.5,28,18,2,4,53,0,0,0,0,0,0,0,0,0,0,0,387,205,8,19,0,0,0,0
WordPress,2.7,38,24,2,4,70,0,0,0,0,0,0,0,0,0,0,0,399,201,8,23,0,0,0,0
WordPress,2.7.1,38,24,2,4,70,0,0,0,0,0,0,0,0,0,0,0,399,202,8,37,0,0,0,0
WordPress,2.8,34,28,6,101,80,0,0,0,0,0,1,0,0,0,0,0,433,230,8,48,0,0,0,0
WordPress,2.8.1,34,32,6,101,80,0,0,0,0,0,1,0,0,0,0,0,433,231,8,49,0,0,0,0
WordPress,2.8.2,34,32,6,101,80,0,0,0,0,0,1,0,0,0,0,0,433,231,8,49,0,0,0,0
WordPress,2.8.3,34,32,6,101,80,0,0,0,0,0,1,0,0,0,0,0,433,231,8,49,0,0,0,0
WordPress,2.8.4,34,32,6,101,80,0,0,0,0,0,1,0,0,0,0,0,433,231,8,49,0,0,0,0
WordPress,2.8.5,34,32,6,101,80,0,0,0,0,0,1,0,0,0,0,0,433,231,6,44,0,0,0,0
WordPress,2.8.6,34,32,6,101,80,0,0,0,0,0,1,0,0,0,0,0,433,231,6,44,0,0,0,0
WordPress,2.9,39,38,6,101,92,0,0,0,0,0,1,0,0,0,0,0,446,236,0,25,0,0,0,0
WordPress,2.9.1,39,38,6,101,93,0,0,0,0,0,1,0,0,0,0,0,446,236,0,25,0,0,0,0
WordPress,2.9.2,39,38,6,101,93,0,0,0,0,0,1,0,0,0,0,0,446,236,0,25,0,0,0,0
WordPress,3.0,37,32,6,102,118,0,0,0,0,0,1,0,0,0,0,0,497,270,0,27,0,0,0,0
WordPress,3.0.1,37,32,6,102,119,0,0,0,0,0,1,0,0,0,0,0,497,270,0,27,0,0,0,0
WordPress,3.0.2,37,37,6,102,119,0,0,0,0,0,1,0,0,0,0,0,498,271,0,27,0,0,0,0
WordPress,3.0.3,37,37,6,102,119,0,0,0,0,0,1,0,0,0,0,0,498,271,0,27,0,0,0,0
WordPress,3.0.4,37,37,6,102,119,0,0,0,0,0,1,0,0,0,0,0,498,271,0,27,0,0,0,0
WordPress,3.0.5,37,37,6,102,119,0,0,0,0,0,1,0,0,0,0,0,498,271,0,27,0,0,0,0
WordPress,3.0.6,37,37,6,102,119,0,0,0,0,0,1,0,0,0,0,0,498,271,0,27,0,0,0,0
WordPress,3.1,37,33,5,105,135,0,0,0,0,0,1,0,0,0,0,0,558,331,0,14,0,0,0,0
WordPress,3.1.1,37,33,5,105,135,0,0,0,0,0,1,0,0,0,0,0,558,331,0,14,0,0,0,0
WordPress,3.1.2,37,33,5,105,135,0,0,0,0,0,1,0,0,0,0,0,558,331,0,14,0,0,0,0
WordPress,3.1.3,37,33,5,105,135,0,0,0,0,0,1,0,0,0,0,0,558,331,0,14,0,0,0,0
WordPress,3.1.4,37,33,5,105,135,0,0,0,0,0,1,0,0,0,0,0,558,331,0,14,0,0,0,0
WordPress,3.2,36,33,4,106,135,0,0,0,0,0,1,0,0,0,0,0,572,338,0,14,0,0,0,0
WordPress,3.2.1,36,33,4,106,137,0,0,0,0,0,1,0,0,0,0,0,574,340,0,14,0,0,0,0
WordPress,3.3,35,33,4,106,122,0,0,0,0,0,2,2,1,0,0,0,576,345,0,11,0,0,0,0
WordPress,3.3.1,35,33,4,106,122,0,0,0,0,0,2,2,1,0,0,0,576,345,0,11,0,0,0,0
WordPress,3.3.2,35,33,4,106,122,0,0,0,0,0,2,2,1,0,0,0,577,346,0,11,0,0,0,0
WordPress,3.3.3,35,33,4,106,122,0,0,0,0,0,2,2,1,0,0,0,577,346,0,11,0,0,0,0
WordPress,3.4,37,33,4,108,119,0,0,0,0,0,2,3,2,0,0,0,589,360,0,11,0,0,0,0
WordPress,3.4.1,37,33,4,108,119,0,0,0,0,0,2,3,2,0,0,0,589,360,0,11,0,0,0,0
WordPress,3.4.2,74,64,8,216,240,0,0,0,0,0,4,6,4,0,0,0,1182,724,0,22,0,0,0,0
WordPress,3.5,37,32,5,14,128,0,0,0,0,0,4,6,5,2,2,1,620,400,0,10,0,0,0,0
WordPress,3.5.1,37,32,5,14,128,0,0,0,0,0,4,6,5,2,2,1,620,400,0,10,0,0,0,0
WordPress,3.5.2,37,32,5,14,128,0,0,0,0,0,4,6,5,2,2,1,620,400,0,10,0,0,0,0
WordPress,3.6,49,33,5,17,133,0,1,0,0,0,4,6,5,2,2,1,632,413,0,10,0,0,0,0
WordPress,3.6.1,49,33,5,17,133,0,1,0,0,0,4,6,5,2,2,1,632,413,0,10,0,0,0,0
WordPress,3.7,49,33,5,17,134,0,1,0,0,0,4,6,5,2,2,1,650,647,0,10,0,0,0,0
WordPress,3.7.1,49,33,5,17,134,0,1,0,0,0,4,6,5,2,2,1,650,647,0,10,0,0,0,0
WordPress,3.7.2,49,33,5,17,135,0,1,0,0,0,4,6,5,2,2,1,651,648,0,10,0,0,0,0
WordPress,3.7.3,49,33,5,17,135,0,1,0,0,0,4,6,5,2,2,1,651,648,0,10,0,0,0,0
WordPress,3.7.4,49,33,5,17,135,0,1,0,0,0,4,6,5,2,2,1,651,648,0,10,0,0,0,0
WordPress,3.8,49,33,5,17,134,0,1,0,0,0,4,6,5,2,2,1,656,653,0,10,0,0,0,0
WordPress,3.8.1,49,33,5,17,134,0,1,0,0,0,4,6,5,2,2,1,656,653,0,10,0,0,0,0
WordPress,3.8.2,49,33,5,17,135,0,1,0,0,0,4,6,5,2,2,1,655,652,0,10,0,0,0,0
WordPress,3.8.3,49,33,5,17,135,0,1,0,0,0,4,6,5,2,2,1,655,652,0,10,0,0,0,0
WordPress,3.8.4,49,33,5,17,135,0,1,0,0,0,4,6,5,2,2,1,655,652,0,10,0,0,0,0
WordPress,3.9,51,33,5,16,138,0,1,0,0,0,4,6,5,2,2,1,659,655,0,6,0,0,0,0
WordPress,3.9.1,51,33,5,16,138,0,1,0,0,0,4,6,5,2,2,1,659,655,0,6,0,0,0,0
WordPress,3.9.2,51,33,5,16,138,0,1,0,0,0,4,6,5,2,2,1,659,655,0,6,0,0,0,0
WordPress,4.0,1,25,5,17,193,0,1,0,0,0,15,18,17,14,11,1,663,659,0,6,0,0,0,0
